col0 col1 col2
1387.5 0.25728815533247107 0.05000505250597319
1412.5 0.20822865118271228 0.04870232099837596
1437.5 0.18445284859643563 0.04788149017482618
1462.5 0.18469504748706367 0.047221578440152776
1487.5 0.19751651027501027 0.04723254667583388
1512.5 0.12598107881478704 0.04541350136692582
1537.5 0.16606374162671722 0.045801826802032194
1562.5 0.21586117393918647 0.046780476485252825
1587.5 0.2558102044654611 0.04694517140782281
1612.5 0.1240569877539972 0.04409632520740491
1637.5 0.12406596447053886 0.0436097697531536
1662.5 0.18746539320980982 0.04468788027226035
1687.5 0.1822763606051676 0.044581885540758974
1712.5 0.10598579319081125 0.042588273492214584
1737.5 0.17564038593699016 0.043965234679096805
1762.5 0.20372993106552828 0.04419812962856058
1787.5 0.03478142305105947 0.04064146935764743
1812.5 0.23969680300243512 0.04419931567520406
1837.5 0.1560805713375255 0.04223104303930373
1862.5 0.2416195008258244 0.043680400658090465
1887.5 0.10645307052313746 0.041120283100295855
1912.5 0.13221741583599766 0.04126716413763358
1937.5 0.11872963247340063 0.04084813129150706
1962.5 0.08471505657540868 0.03984908357359507
1987.5 0.1841550545311761 0.04167989835628619
2012.5 0.1154854517751438 0.0399580976732656
2037.5 0.1367248759064943 0.040452592334009684
2062.5 0.10275853501296162 0.03952078227084657
2087.5 0.1511372038432477 0.04030797563454361
2112.5 0.18298222048122392 0.04067069200144485
2137.5 0.1578333722467653 0.040024379322967034
2162.5 0.13153680475337182 0.039471353681606564
2187.5 0.12375574697277747 0.03924269745390139
2212.5 0.05270852745986576 0.03777506167191296
2237.5 0.08223834864634982 0.037841227611471705
2262.5 0.1482749776108283 0.03899359586536481
2287.5 0.1667980552193724 0.039302424519080725
2312.5 0.07264210875266208 0.03730201909231503
2337.5 0.10363653024151676 0.03784121528111296
2362.5 0.11806266944072807 0.037975021002523854
2387.5 0.05561673983677862 0.03676737559572443
2412.5 0.04638132078071 0.03635576882975211
2437.5 0.1350163492541998 0.03778227822456648
2462.5 0.11551513973803451 0.0374485802803427
2487.5 0.08661139408514895 0.03687201080463925
2512.5 0.12964349929696128 0.037360200781771706
2537.5 0.07424521293470576 0.03626442770146869
2562.5 0.14436587269360457 0.037283119645387205
2587.5 0.10038070370896968 0.036752824331531
2612.5 0.05804353257196038 0.03569066293211633
2637.5 0.11463895728057105 0.036605004105411926
2662.5 0.08441934211621316 0.03611479890980823
2687.5 0.08341275950695493 0.035887578397422265
2712.5 0.09088916701113381 0.035852373706796205
2737.5 0.12844761644695946 0.03655053927086325
2762.5 0.024662527490893593 0.03453147771074216
2787.5 0.011771734701234715 0.03433979173280861
2812.5 0.11462110062930053 0.036041520106203234
2837.5 0.08759228070709546 0.035445658177320795
2862.5 0.12480226245940784 0.03606470686753045
2887.5 0.08685800609346583 0.03522164831374982
2912.5 0.06569787824405338 0.03494034076818384
2937.5 0.11209472945709908 0.035492409901704595
2962.5 0.07089644022123509 0.03473319251864617
2987.5 0.01564461952224616 0.03372336224780436
3012.5 0.10271392380590649 0.03545353376895819
3037.5 0.03311807534198352 0.03401944408838723
3062.5 0.06497000370755979 0.034362899342979064
3087.5 0.08286279925885798 0.0346849943948949
3112.5 0.08543327456250105 0.03469915384328753
3137.5 0.07725482114801019 0.03450301711697899
3162.5 0.05663730796523225 0.03415994205882414
3187.5 0.049810686537905546 0.033799035299255195
3212.5 0.10226411920748757 0.03479716245274735
3237.5 0.0397641669745743 0.03369344850156259
3262.5 0.062059679567089576 0.033925437938764784
3287.5 0.018962699141535477 0.03321564728451987
3312.5 0.06097630088371675 0.03373979806864372
3337.5 0.018097347998982327 0.03298264995387401
3362.5 0.06659224241110917 0.0337548300620235
3387.5 0.09194209302776635 0.03418629693013518
3412.5 0.08321826310047875 0.03390958224939318
3437.5 0.08115105267471456 0.033876360196917324
3462.5 0.05272559009661948 0.03342470499521656
3487.5 -0.006096788397535691 0.03237212898727709
3512.5 -0.015690983133414993 0.032256876515494005
3537.5 0.11035524405562325 0.03418829414446293
3562.5 0.025727607934850294 0.03268550246442453
3587.5 0.03200396772810987 0.03279075777203337
3612.5 0.021373925388437742 0.03262590427424236
3637.5 0.02977784430805741 0.03291409182234573
3662.5 0.014014445308292434 0.03251760295732907
3687.5 0.010871497444484124 0.03228630043906783
3712.5 0.051946013752133036 0.03310821397814396
3737.5 -0.020846903962201457 0.03180378238104183
3762.5 0.03603374933982595 0.0329528617034323
3787.5 -0.00675622682733279 0.03182752205471299
3812.5 0.08715191898851815 0.03351083381473076
3837.5 0.026909214767271816 0.032594791515817824
3862.5 0.015163423647243102 0.0322490656604019
3887.5 0.002273634348251674 0.03205622639046097
3912.5 0.032480444002217945 0.03272566034117741
3937.5 0.034663319168261486 0.03257315717109543
3962.5 0.019245162641641667 0.03230095553531928
3987.5 -0.027136398858346733 0.03167874250894885
4012.5 0.0014958636400137504 0.032079106148860205
4037.5 0.02853884608112578 0.03263114066491946
4062.5 0.0029248171614406626 0.032125435581714094
4087.5 0.06873075309706511 0.03315101371960413
4112.5 0.050429745975097306 0.032885757476252754
4137.5 -0.025589287959946527 0.031502261483616574
4162.5 -0.04725798502297762 0.031194051364407626
4187.5 0.0031999455175895086 0.0321022376510795
4212.5 -0.01800239123537828 0.031815469874648714
4237.5 -0.049982626182018985 0.031201982023896437
4262.5 0.013761900446729314 0.03233153521782769
4287.5 -0.03697267066143928 0.03155127870096849
4312.5 -0.0017069051320246498 0.032007327362759165
4337.5 -0.060873046225186744 0.031086870240990522
4362.5 0.03355504289332023 0.03261670796544564
4387.5 -0.014430450142338569 0.031851102540674386
4412.5 -0.027458555616633906 0.03175040453157209
4437.5 -0.04624261199774282 0.03129328660556979
4462.5 0.00565969392375254 0.03216584911156602
4487.5 -0.049540758233465154 0.031332433339996524
4512.5 -0.06220219513584557 0.03107565969485622
4537.5 -0.020796622463563952 0.031821825363055924
4562.5 -0.018032252367357948 0.0318962973397724
4587.5 -0.01260230852946087 0.03199252780632315
4612.5 -0.019891740665744617 0.03178611171469206
4637.5 0.011812608434502936 0.032365070670044
4662.5 -0.06676675739147386 0.03095591721621256
4687.5 0.022413714756939207 0.032578590548095566
4712.5 -0.014633083018437354 0.031942308164596395
4737.5 -0.03968110909287925 0.03152767092064897
4762.5 -0.018699391741112348 0.0320064908323674
4787.5 -0.0872362318732397 0.030735603063338474
4812.5 -0.042182039967261 0.03162825085879016
4837.5 -0.0232265637387834 0.03197349440142121
4862.5 -0.057187538353101974 0.03146394605541458
4887.5 -0.03571740070499585 0.031827284068779944
4912.5 -0.04103679089962997 0.03185363565376252
4937.5 -0.011111263410730876 0.032107281385065696
4962.5 -0.03133716577840606 0.03202470787386872
4987.5 -0.023676752093808262 0.03219519121366565
