col0 col1
2334.0240558404353 -2476.7336393156957
8.732118793531747 -2531.3342463206245
2519.2713741683783 -19.184562526840203
-1407.036796934963 -1286.129057517122
3917.299185518791 -1224.4490571395913
-249.41241764565652 -2586.5639955208003
-723.43759617525 -2329.113992067038
1071.077403114895 3855.72148784703
-1285.7317523539514 -2847.782445765864
-96.44866340776703 -2417.687435351621
3334.938837105892 1198.3170426011407
875.2919280738937 276.2509418651458
2185.322656897185 -1730.3200950471592
1744.7572124565456 4125.067341736022
-188.38843762285768 2584.4240260687952
556.9411983432449 -1932.4774686079772
-1865.502114954557 324.46545407133556
439.630778785014 -2181.1312319225385
2694.5045116123465 -2334.0538678189537
3290.734118887879 1272.9052873741743
-1246.8243118694018 -1936.8226717039488
-725.0737606848398 -377.9348314351648
672.458441615319 584.1712467159348
3135.993283763125 1229.7148005877668
-1863.034805948992 148.4924232648575
-256.3995127365676 -258.33852945869506
1187.1250496913483 2037.349060957075
2619.969871888616 -731.3439448773731
450.86450103191936 -2060.226675821549
1343.1448046032017 2296.8150885684627
-1822.455524573964 -283.2361021004036
547.1396493111736 596.8632944459196
1610.3703237249445 1089.9109875364222
-48.070397273349606 2732.9507720990982
1615.3448008434364 4122.598959528718
2411.456313465956 587.244990305121
286.10641912144473 134.23455593953827
1582.2767960808696 3709.5637356586712
-1244.5783448740744 1588.590975711504
2875.8393461046276 3467.7015685577026
282.2105203854254 -2340.0355465177004
-2088.7299195909195 -1294.132149377858
-38.459532310522064 2662.7239641679994
-1601.971592415363 -2456.55948604624
-674.5774899527114 20.322958084691905
-3129.7919305003447 -3054.0484847548687
-15.485495010843032 2562.5765612268942
798.1312365725505 546.3411233141437
1567.0551150664078 -1953.365601850928
127.83040693343544 342.4277783488038
-146.06213634627917 2952.3714148726626
1946.9363740135816 1091.3151325089798
2391.505516903103 777.9619725332661
2610.9158209965 213.89517856364336
279.92196069282755 1803.7721703860425
-1691.0812539489243 810.5967407438147
-423.6490692091453 2745.9032279417934
2062.733864465373 223.52401078602014
-326.41516405017865 117.4987757762674
-653.6298474076355 679.5324581592071
-709.4288745838944 658.3502273050552
904.9546470553519 3083.067354157162
1188.4081618477692 2253.62715646948
-293.1053802021448 -103.14134805918569
184.47999774724838 -3.4906846130013793
565.9510526856857 3257.6543103350477
-1261.2923675058094 -2439.98304200335
1003.0702564257815 2546.8108405855533
-6.319024743248577 -550.2659448442345
124.22480137369931 -14.700462809266726
-1824.0155000676127 1059.520148854803
2879.0011260090905 -1043.1929067770213
1088.7658960789772 2281.899640331208
1614.639105310569 2322.1161023284817
879.4950445581605 -633.9024203709016
1108.542469083827 -1268.1800976780526
-1552.4047262025308 1693.361063406731
954.1846350965455 -728.0218706374212
2813.930123261805 -1019.2955837599254
787.7294525790329 2517.554265451226
2171.7597623192823 1367.1781071549651
-206.11704431094748 -151.76863657157404
303.0789427727577 461.44447503668823
-1116.3317580892747 1057.9413854643149
-3.7498893770947794 -2868.4957478284105
733.4426189774437 -1597.2010268551521
3282.801535669446 -1216.4906195360413
146.30427843937497 1177.6063868123485
996.2728680036303 2415.9217915410113
2830.706709043859 -2200.701036240026
1858.2258046643187 -268.1876375981309
2487.7631118760405 684.2534805326358
-770.8279092160099 114.0358113587194
943.8524781552265 -607.5269752387454
838.0889183486757 773.4103861714744
-1305.7653960809328 -1123.2663618802399
1303.721272654505 802.4257842881195
-587.5334111310256 2430.9592226869986
588.2383596280918 -176.81397059526918
-1077.7468544787428 460.2089275571099
4448.201417303734 -319.18293853953253
-2843.2988109659063 -2867.528944140375
-1118.6359638923118 -8.27792085606635
2825.301459747978 1535.5691905460453
213.45306603868377 1928.2328008267607
641.6727143430217 3088.1024660205107
462.12147765017374 -1330.8388277981246
-784.8841969292247 -1339.607852935719
3657.718163543371 -570.6698206506506
3013.7955862540052 -2026.2210711544265
-3099.1671297973844 -322.70707405805166
1081.6176804319036 2176.150593189763
265.54037404486684 -550.0962673579315
-269.2016179568606 38.12779725577782
682.4543724711721 -1653.4934152310007
1207.4852494186425 -1246.1712558649344
1575.806161343313 -1048.0281733757427
-11.844314420895493 2919.7263841148883
-294.9381732905472 2798.651704541019
770.480259628467 364.7688552502806
494.33441251629097 3442.373509159455
-1704.9897243087826 -351.3990851470516
1115.1062285279563 713.3276580451399
1274.4470571827828 429.7219158546575
-1165.4360209525355 559.1167219060815
-252.57949309847584 390.47798022945426
508.3982835787812 3362.1723312156278
-992.6643505879339 1779.4809161442527
1963.083050029284 251.79130156312422
267.4351955573787 -1601.0911402298022
-925.9573005740876 1021.3427003763146
1543.711418906881 -1219.6204572536933
447.13971914426986 650.2716310983217
-2379.294358206734 38.05081974969125
-21.31375532328284 822.3674590423118
-1136.798475712195 -1477.0896660051876
-116.44196293058208 -84.67764019219167
1917.0619007338114 -156.42743127184002
-2000.0909758777968 -3293.929747183139
571.7011857135315 3463.9665340252577
1673.4949206710862 -1242.2797678531683
504.7544106667675 2079.640642144807
2972.081415600556 -2127.5917436964123
-575.2512694526167 -1516.637855614384
1564.215231448719 -1143.7966021578318
-1186.4274827771844 825.2608920083879
-826.2070399640895 1601.6049623329984
2891.8374829466293 -1339.6384273531476
-1624.0050090529871 27.32967109361387
-279.3559142378978 -2300.499031494587
-1339.4908997287866 -1485.9948095762518
-610.574185109557 71.8364022716629
-18.175576135463885 1521.476000539259
833.6410907819837 -1358.9307343080143
-881.6975468905163 -1512.4418576097405
-44.218346526628864 -2753.611030180044
843.2499885380244 -2037.627909843806
-1268.2561762870832 1739.0170875354768
1086.747656669188 582.0317911070123
2227.144431840538 804.9925999949423
-58.36615270831233 1002.7072525286461
1776.2995430234948 2179.358749744454
549.6149184431576 420.8950944824517
-94.22756065873402 790.8000355346468
-1291.1849543728467 -1545.418005723423
-458.7945777202818 -900.8853214412026
-556.3918469757995 -2240.4276087160747
-2096.991896863562 -1932.9675542580806
-3006.397971119987 -2624.233096274684
-1279.3938252937744 1301.259771292682
2597.293525198301 1485.9497879378116
2359.0012509060202 3090.7036845518983
198.68784282856294 2984.09441275292
-19.978138755676436 113.29716199055184
2365.5655182537316 -1963.2131940250902
448.50246862564313 1475.067262897581
-445.45957268851265 2453.7869659937464
2707.696557760522 -221.75978347080806
1048.670316043143 -696.0411418700145
-1477.1189369802958 15.048140721590375
-361.1734200271384 1364.0517675538558
-101.09595547294218 51.39868659070977
2723.5454991904426 -1644.5805328485474
96.79942463121483 -2655.365458877149
-2146.0061056515087 -1823.2683670658312
-791.9579612835439 697.0069326186435
-692.9197825120357 2252.923131769447
2975.62743400872 -1162.0305365880918
-2921.5761683827973 -3130.5268773155526
-3110.149456357763 -2611.130521196088
-521.819685911416 -102.48360252042963
-651.770413429821 1162.3655506736154
64.4590292521787 2091.3525311373046
-180.23352655518394 155.49556187135997
2270.4204111069935 2022.837820647357
1761.7153801796476 1067.6587124823043
-498.7990611384521 2256.626991150685
533.7789551691423 -1515.5332426938114
2840.7927479328287 1354.822636507628
754.2886193575182 -2154.9915905260104
3263.9029812519143 -1101.1937959316913
2682.512981216019 1563.0135660119279
-3113.4168367931147 -1459.5570367515545
-1492.5019732064636 -2263.369263808769
1877.2623722288317 -1308.780938089902
-46.54057330085352 1390.1762335596354
-832.7114343594083 -88.30865959977042
358.4695554815207 3283.8725048366746
539.4708174027231 3609.2029875944377
2785.779312989219 -250.4380590838632
-1157.8115093468032 -1210.9585958149282
-306.73734529812583 -973.4112175559586
311.5796613973819 3242.7434270137155
-700.729102702681 -1187.1312780997614
