region,ra_peak,dec_peak,ra_cen,dec_cen,ra_ctd,dec_ctd,r_circ,r_max,r_cen,r_ctd,npix,background,snr
344,353.6257330588357,-36.10631446603409,353.6257695886972,-36.106299708087406,353.62576582573763,-36.10629778639212,1.8054066673528202,1.2806248023009894,0.6610401501277674,0.6609133330914241,64,283.92221962256804,5.901311961747159
346,353.62504451754353,-36.07837003929224,353.6251098195647,-36.07837466750527,353.6250991725272,-36.07837303018976,1.7480774889473267,1.131370869616917,0.5929109147874629,0.5920717510266635,60,219.09793422094467,6.851686597568695
347,353.6117073891156,-36.09148069354169,353.61185737624885,-36.091580273968574,353.61184330217355,-36.091568149015636,1.9802974013476615,2.163330718784635,0.8385353617088742,0.8363970065756647,77,276.17686979729507,7.9565778636849025
349,353.6220197425927,-36.12303672988446,353.6220241800622,-36.12300447182984,353.6220253656096,-36.123000983470654,1.2565098628628437,0.7211102829674724,0.40380051929159927,0.4035904713924205,31,160.539970984554,6.658148217130449
350,353.6078559457267,-36.099146953421695,353.60811866983335,-36.09912229370946,353.6081160662731,-36.099105094823464,2.8723844188903156,2.433105003106667,1.0538666270834636,1.0520189751053968,162,227.83264899495163,6.261103825767873
351,353.60496993616624,-36.09114656810364,353.60496711285174,-36.09117206858998,353.60496378245995,-36.09117103297647,2.4926710529686016,1.599999983448698,0.8367486319440562,0.8366842344640194,122,196.07616917310614,7.019893811976812
352,353.6253892486735,-36.106481141473296,353.62537020586643,-36.10646404790129,353.6253815874272,-36.10646241776784,1.819456736586892,1.4142136089323865,0.6675535310523636,0.6667064068879556,65,202.43612555185754,4.73592000639468
353,353.6189260250409,-36.09464779034841,353.6190195297759,-36.09463445973511,353.61900137578584,-36.094640284155645,1.1283791670955126,1.216552496890108,0.43847099450110427,0.43477389601663835,25,277.45431751014513,4.2184244211627195
354,353.61665650204117,-36.10370325726997,353.6166199698481,-36.10374231798111,353.61661530910766,-36.10374444073654,1.8054066673528202,1.7204650267655777,0.8346370318541357,0.8344919421317304,64,432.55646804519193,6.777726724238717
356,353.62697085142753,-36.10725887074234,353.62688735317045,-36.107276730952655,353.62689094197935,-36.10727601754434,1.1941642642883694,0.8246211520514527,0.40651693156296487,0.40637478657874637,28,244.1426511938072,4.177710808267964
359,353.60400469193314,-36.10281309013467,353.6039977447594,-36.10274557850768,353.6039940974812,-36.102749995517186,2.00585068271871,1.8867962730777437,0.7847164206696909,0.7844835671221162,79,431.5924333109213,7.701441550486915
361,353.6110155624899,-36.121091739537576,353.6108620767391,-36.12113383004811,353.61087664184345,-36.12112026571275,3.110726690017501,2.6907247874085063,1.151013557218953,1.1491969941929698,190,228.4539055968138,8.85080479180876
363,353.622432415364,-36.11570339826879,353.622485904287,-36.115727575223055,353.622468776539,-36.11572851234531,2.3452920571340155,1.5231545736300809,0.7784676309284254,0.7768650947305451,108,142.40004707949197,7.9424145286174355
365,353.624426214527,-36.09242560534345,353.6244469706172,-36.09246753371572,353.624446982669,-36.09246048938435,2.323474912642073,1.612451502721805,0.8042927109095293,0.80389281289041,106,175.62856512770955,7.6348613935939005
366,353.60648087392497,-36.09881344504197,353.6064090269868,-36.09872837581659,353.60643947415855,-36.09872559604476,3.0024216853608277,2.505992864341021,1.1899971944910048,1.1866547133631091,177,325.02255718095114,7.193071763928141
367,353.61060602354894,-36.100480589709214,353.61058827434556,-36.10051463812191,353.6105869844268,-36.10051531866202,1.2565098628628437,0.9999999865197525,0.49034457826380945,0.4903241023749998,31,354.5225849437461,5.930254658143076
369,353.62167621446696,-36.08814784052764,353.6217117741835,-36.088073128110125,353.62171074521933,-36.08807632121325,1.2153015559493,1.0770329966438208,0.4229918863736341,0.422825065615583,29,203.75444451734228,7.317868783524482
