region,ra_peak,dec_peak,ra_cen,dec_cen,ra_ctd,dec_ctd,r_circ,r_max,r_cen,r_ctd,npix,background,snr
242,139.47747377083078,-22.360841501212676,139.47733262853572,-22.36076295290724,139.47738226190697,-22.360773390398823,3.0778080207884333,3.4928498092380362,1.1744867902102032,1.162196869950295,186,634.4467507803478,15.983213844722997
243,139.46467814905475,-22.364452663018692,139.4648467864844,-22.364354243704508,139.46484489637876,-22.36437074714149,3.5966809386584817,2.8635642175738183,1.2425503116177223,1.2411131495888084,254,664.1545693891396,22.426049625545158
244,139.46257478467945,-22.37806368494482,139.46256786136627,-22.378118658433028,139.4625945798394,-22.378110352166562,3.118902069924069,2.0396078366847084,1.0235960849607568,1.019286000272064,191,321.7860514314035,23.580467576012715
245,139.46305642502924,-22.359174819999826,139.46312782661354,-22.359263921758284,139.46309331339572,-22.359262325574615,2.8456639830654,2.408318934963697,1.0426130561400384,1.036245877980816,159,654.2473736469644,25.153034261331197
246,139.46984453669612,-22.362897208030084,139.46988842413083,-22.363022424078764,139.46986439093703,-22.36299822977997,3.135188875547286,2.1633308039522268,1.015767611083016,1.0088585213755399,193,583.6441093051928,20.023912980986758
247,139.4766934384573,-22.37445264338134,139.476850750603,-22.37433302520756,139.47680200361884,-22.37433838889617,4.8612062237972,3.7576588223126444,1.6916307695221136,1.68371842869856,464,523.6421524586997,22.179500441806834
248,139.46882340201265,-22.352897201220053,139.46876092998755,-22.35290108949103,139.46878348913347,-22.35288657303773,2.256758334191025,1.7888543782861381,0.7395871550592048,0.7339049968465051,100,520.7252546611862,12.053073046447212
249,139.45933212076488,-22.357230164391872,139.45930149829928,-22.357205107846696,139.45929890186528,-22.35718989580205,2.2792141940852035,2.4738634051513237,0.9991058552983255,0.9975664169509291,102,1013.5300715301513,21.8408234938793
250,139.45584739908392,-22.362952111706953,139.45592053430727,-22.362930982985173,139.45591637815633,-22.362926453283215,2.164606551922404,1.6124515762091916,0.8331501463857459,0.8328756157836509,92,1490.538111716206,28.533708657512474
251,139.44473446958978,-22.359284070973995,139.44462291951515,-22.359218577160625,139.44463735532966,-22.359226684294335,2.068353178330564,1.4560219368646752,0.6801478912655754,0.6778196051133174,84,723.4071550269614,24.3481211017886
252,139.4635977016593,-22.346341510404564,139.46358435522845,-22.34630794504051,139.4635937190104,-22.34631183071975,2.7081100010292305,1.6124515071043277,0.877890904875814,0.8772255635679183,144,623.1334681039012,23.35819581563718
253,139.4814371253646,-22.342619059764854,139.48141823473904,-22.342697088511148,139.4813817378026,-22.34269162607489,3.010891156869401,2.340939990573766,1.1581645928777826,1.1516032967101129,178,1056.8006178534463,28.742821327535864
254,139.46539981568947,-22.34295268722713,139.46549591953712,-22.342953972226535,139.46547642458287,-22.34295201666904,2.573100393032275,2.40000002227564,0.9412521936793072,0.9389847928737233,130,945.4618923403557,21.340196186011354
255,139.46587994691055,-22.3548415900413,139.46588175149012,-22.354904246743242,139.46588446702148,-22.354906234821,2.6026206750102996,1.811077066190676,0.8880399781608417,0.8879651094081491,133,842.6499696364956,21.01026616005193
256,139.46137327362146,-22.37667473386353,139.4614557494766,-22.37662625360103,139.46142740627175,-22.376634115552307,2.366908109081279,1.4560220092129716,0.7917447525633599,0.7855929695382478,110,325.0046290983905,21.299338850389876
257,139.46792254571295,-22.34278607890914,139.46800246800007,-22.342713077377606,139.4679999642693,-22.34271980513575,2.482434167610128,2.607680924224119,1.0092619067063333,1.0089368115543584,121,831.6647276072661,19.722008274986187
258,139.46413833679358,-22.345508198866494,139.46408306581185,-22.345350789330404,139.46409090982462,-22.345388578632406,2.6510907730475957,2.416609170899704,0.9187945924728004,0.9082918397328603,138,575.7621401756179,15.22905622822224
259,139.47897463275925,-22.345285874050912,139.47891806842176,-22.345248839981778,139.47893852149994,-22.345240629722955,2.4721548929484136,1.6124515122733176,0.8043819458947813,0.8009486906955081,120,403.16662478391686,19.08395843740554
260,139.4767526696867,-22.35578597529815,139.47666289528783,-22.355813451295898,139.47667736100445,-22.35580449105321,2.1528102431092235,1.7088007408224535,0.6853104599480617,0.682854519951848,91,589.4532707091329,16.236652737515556
261,139.47591170071317,-22.35623045021642,139.4759366676711,-22.35629430219785,139.47592200776188,-22.356282580893858,2.8005634425180594,1.96977158446548,0.9088602600309325,0.9065672096190941,154,517.647553509578,18.171662769552242
262,139.48606246266627,-22.34572979260881,139.48613949523147,-22.345740387414605,139.48612425194744,-22.34573303944017,2.5829779740470595,1.788854424425875,0.8843784732871831,0.8825244853600813,131,554.1084229301497,17.464337005799447
263,139.47579138195096,-22.351619343128004,139.4756373279812,-22.351610655769914,139.47565130222378,-22.35159688407609,4.739192501801153,3.4409300675307044,1.6193616265351265,1.6179336436370886,441,480.17154301874194,14.84505407263487
264,139.45891058508627,-22.369785690146454,139.45895813786134,-22.369880311561808,139.45895701840402,-22.36985165396196,3.127056076178688,2.668332843098984,1.0301059895623255,1.0249199749395073,192,516.659259595319,17.402019423264584
265,139.45645038671765,-22.340507720962833,139.45643680735753,-22.340442904998017,139.45643889725656,-22.34044691315346,2.068353178330564,1.562049893046324,0.7186031646093909,0.718424578562116,84,918.0757121724957,21.302305183255207
266,139.4644381150865,-22.3583415433673,139.4644157646403,-22.35830084487952,139.46442840052947,-22.35830180516069,2.0928315827817965,1.399999963738333,0.6951628062025463,0.6938800589932796,86,792.1282748062188,19.471770029102103
267,139.48317976154678,-22.350896710195553,139.48328192956816,-22.35094569605199,139.4832608547405,-22.350937635807643,2.5432374814898093,1.8439089317053072,0.8992696356883662,0.8960581143960953,127,707.9495591971894,25.18205879404334
268,139.4653390667416,-22.36167490731366,139.46531862594878,-22.361772844826003,139.46532109337366,-22.36175438647168,3.143300632638384,2.842534094549074,1.1236293259320822,1.1216326347190522,194,632.6479542019966,19.240579681405116
269,139.47585232416503,-22.374063784733824,139.47585342091048,-22.37400585788493,139.47590722564794,-22.37399607457127,4.087163175960233,2.999999957582684,1.4357488295479857,1.4240968915496255,328,362.4254912573276,22.26335757271148
270,139.47050534698676,-22.365619431208398,139.47045889747423,-22.365585257886064,139.47044469340452,-22.365603030643356,3.8497413290657976,4.707440878244888,1.8776967712928045,1.8760104796452428,291,792.0205893150288,20.737544105202108
271,139.46624025531136,-22.35856382191592,139.46612261643992,-22.3585167509565,139.4661414231519,-22.358521395264138,1.9149229459268768,1.6124515229692478,0.6542569075407484,0.6510391780083647,72,731.61584677849,15.59894976203813
272,139.47386970453036,-22.37267494997009,139.47382687857498,-22.3727461829956,139.47382817080842,-22.37272599059731,3.207456238432586,2.2803508549083484,1.0434726271425303,1.0409286226461818,202,495.48738476616154,13.772651291620697
273,139.4814970136379,-22.340396833632244,139.48137412493983,-22.34040322763708,139.48137908525572,-22.340401494189567,2.104964041421698,1.8439088775472852,0.7852955183586637,0.7850970024183725,87,1356.2204258267545,29.68031992452004
274,139.490988499381,-22.34989591193723,139.49093304478603,-22.349846346289002,139.49092727108348,-22.34985962535258,1.819456736586892,1.6124515108779331,0.5822333528126801,0.5799489935525987,65,225.710880534739,10.324702325014101
